year,km_driven,mileage,engine,max_power,seats
2011,84321,23.57,1396,70.0,5
2013,177000,15.1,2179,140.0,7
2010,60000,18.0,1248,75.0,5
2008,205000,19.09,1396,69.0,5
2008,70000,20.36,1197,78.9,5
2011,70000,19.369999999999997,1248,81.86,5
2013,126000,19.01,1461,108.45,5
2016,120000,10.91,3198,197.0,7
2015,70000,19.1,1405,70.0,5
2017,82000,18.49,1493,100.0,7
2004,110000,16.1,796,37.0,4
2015,45000,20.85,1197,83.14,5
2012,70000,21.64,1461,84.8,5
2015,80000,20.45,1461,83.8,5
2017,45000,15.4,2179,120.0,7
2017,60000,20.3,998,68.05,5
2013,41800,18.6,1197,85.8,5
2010,132000,19.369999999999997,1248,81.86,5
2017,50000,28.4,1248,74.02,5
2012,40000,20.0,1399,68.0,5
2009,96000,18.9,1061,67.0,5
2012,117000,14.0,2498,112.0,8
2011,110000,19.81,1086,68.05,5
2014,100000,25.8,1498,98.6,5
2007,88700,19.7,796,46.3,5
2012,70000,16.95,1498,97.7,5
2010,110000,17.3,1061,64.0,5
2016,15000,22.74,796,47.3,5
2012,80000,20.8,1461,65.0,5
2014,50000,18.5,1197,85.8,5
2018,15000,21.1,814,55.2,5
2017,25000,22.7,799,53.64,5
2011,57000,21.0,1461,64.1,5
2012,75000,15.96,2523,62.1,7
2013,26000,15.37,1196,73.0,5
2015,160000,24.4,1120,71.01,5
2010,120000,19.7,796,46.3,5
2014,50000,19.7,796,46.3,5
2012,40000,19.7,796,46.3,5
2011,90000,19.369999999999997,1248,81.86,5
2005,120000,19.369999999999997,1248,81.86,5
2017,28000,17.8,1497,117.3,5
2018,50000,28.4,1248,74.02,5
2016,40000,24.8,1396,88.7,5
2017,113000,25.83,1498,99.0,5
2011,188000,17.8,1248,75.0,5
2011,100000,20.0,1399,68.0,5
2017,67000,18.49,1493,100.0,7
2011,70000,25.44,936,57.6,5
2015,50000,14.28,1798,138.03,5
2013,60000,16.36,2179,187.7,5
2017,34000,22.0,1498,108.495,5
2004,110000,12.8,1493,100.0,5
2001,71000,19.369999999999997,1248,81.86,5
2012,100000,16.8,1497,116.3,5
2017,10000,18.9,1197,81.86,5
2018,30000,21.63,998,67.04,5
2017,22000,15.73,1968,174.33,5
2020,5500,26.8,1597,118.0,5
2018,18000,19.62,1998,190.0,5
2018,20000,11.36,2755,171.5,8
2018,7000,20.3,1086,68.0,5
2018,20000,17.0,2596,80.8,5
2019,4875,21.63,998,67.04,5
2020,2700,17.01,1582,126.2,5
2015,105000,25.83,1498,99.0,5
2018,26235,16.55,2498,105.0,6
2017,26766,21.5,1497,108.5,5
2020,1600,13.96,1451,141.0,5
2018,46000,15.8,2148,170.0,5
2019,23000,17.3,1497,121.0,7
2017,24522,20.4,1197,81.8,5
2017,13663,22.69,1995,190.0,5
2019,11000,19.3,1968,141.0,5
2016,63000,24.3,1248,88.5,5
2019,2000,16.2,1199,74.0,5
2014,300000,12.05,2179,120.0,8
2011,190000,19.2,1461,65.0,5
2015,80000,26.0,1498,98.6,5
2015,54000,23.95,998,67.05,5
2019,5000,15.37,1196,73.0,7
2015,58945,18.49,1493,100.0,7
2012,90000,20.0,1399,68.0,5
2013,160000,20.77,1248,88.76,7
2014,80000,15.11,1598,103.6,5
2004,50000,16.1,796,37.0,4
2015,156975,15.96,2523,62.1,9
2017,5000,21.43,1364,86.79,5
2014,50000,18.2,1199,82.4,5
2013,120000,12.05,2179,120.0,9
2009,120000,14.0,2498,112.0,8
2015,58000,17.19,1197,81.86,5
2012,50000,16.95,1498,97.7,5
2017,40000,20.89,1197,81.8,5
2018,7800,17.5,1199,88.7,5
2016,50000,22.74,796,47.3,5
2011,68000,13.1,2499,141.0,7
2015,60000,16.02,1373,93.7,7
2005,74000,12.8,1396,85.0,5
2011,58000,13.93,2179,138.1,7
2011,70000,19.0,998,66.1,5
2015,70000,18.16,1196,86.8,5
2002,80000,19.369999999999997,1248,81.86,5
2016,80000,22.54,1396,88.73,5
2018,110000,25.0,1396,69.0,5
2020,25000,21.63,998,67.04,5
2014,55000,22.74,796,47.3,5
2015,25000,27.62,793,47.0,5
2016,143200,25.83,1498,99.0,5
2017,60000,17.1,1956,170.0,5
2012,120000,23.08,1461,63.1,5
2014,145000,26.21,1248,88.5,5
2019,8000,18.9,1197,81.86,5
2012,170000,13.1,2499,141.0,7
2013,100000,23.4,1248,74.0,5
2012,62000,14.0,796,35.0,5
2014,110000,15.1,2179,140.0,7
2007,137000,19.369999999999997,1248,81.86,5
2015,80000,13.58,2499,72.4,9
2002,80000,17.3,993,60.0,5
2013,100000,23.4,1248,74.0,5
2015,120000,15.96,2523,63.0,9
2019,24000,28.4,1248,74.02,5
2017,80000,25.32,1198,77.0,6
2012,138000,22.32,1582,126.32,5
2003,147000,18.9,998,67.1,5
2017,60000,18.49,1493,100.0,7
2011,80000,18.0,995,62.0,5
2013,189000,21.02,1248,88.76,5
2014,90000,21.21,1498,103.2,5
2014,56000,21.9,1396,88.76,5
2012,140000,18.88,1995,184.0,5
2016,60000,23.1,998,67.04,5
2012,130000,15.1,2179,140.0,7
2013,140000,18.88,1995,184.0,5
2015,35000,20.45,1461,83.8,5
2011,156000,11.57,2179,138.1,7
2013,90000,22.74,796,47.3,5
2008,60000,17.0,1405,70.0,5
2016,36000,19.01,1461,108.5,5
2011,160000,13.93,2179,138.0,7
2006,185000,12.7,2609,116.6,9
2010,110000,17.0,1405,71.0,5
2018,10800,25.17,799,53.3,5
2019,15000,20.89,1197,81.8,5
2012,67500,12.2,1948,68.0,10
2017,30000,17.6,2179,153.86,7
2016,50000,25.32,1198,77.0,6
2016,100000,18.49,1493,100.0,7
2016,150000,15.96,2523,63.0,9
2012,30000,22.74,796,47.3,5
2011,60000,19.7,796,46.3,5
2010,255000,13.0,2489,95.0,8
2008,120000,16.52,1991,123.7,5
2015,49900,22.74,796,47.3,5
2015,71850,20.63,1198,67.0,5
2015,95000,21.2,1248,75.0,5
2008,70000,17.5,1298,85.8,5
2011,35000,21.1,814,55.2,5
2015,50000,20.85,1197,83.14,5
2007,120000,13.6,2523,63.0,7
2015,145000,22.7,1582,126.2,5
2018,40000,16.0,2179,138.0,7
2015,110000,27.39,1248,74.0,5
2008,112000,17.3,1061,57.5,5
2017,70000,20.38,1968,143.0,5
2016,110000,23.2,1248,73.94,5
2018,29000,24.0,1186,73.97,5
2002,120000,19.369999999999997,1248,81.86,5
2012,120000,11.79,2179,120.0,8
2012,159000,12.8,2494,102.0,7
2012,110000,15.96,2523,62.1,7
2010,75000,19.7,796,46.3,5
2010,120000,19.3,1248,73.9,5
2010,110000,17.0,1497,118.0,5
2009,80000,18.0,995,62.0,5
2011,85000,19.369999999999997,1248,81.86,5
2014,71000,21.64,1461,84.8,5
2011,108000,16.0,2179,140.0,7
2015,75000,19.87,1461,83.8,5
2018,22000,21.56,1462,103.25,5
2014,76131,13.22,2967,241.4,5
2018,30000,18.6,1197,81.83,5
2014,65000,12.07,2967,241.4,7
2018,60000,15.4,2523,75.0,7
2013,80000,22.07,1199,73.9,5
2005,80000,9.0,2997,218.0,5
2012,70000,12.07,2967,241.4,7
2017,51777,24.3,1248,88.5,5
2013,64788,0.0,2179,115.0,5
2018,20000,19.5,1199,88.76,5
2018,19000,18.78,999,75.0,5
2000,46951,18.5,796,53.0,5
2016,19000,20.63,1198,67.0,5
2016,50000,22.77,1498,98.59,5
2015,60000,19.67,1582,126.2,5
2013,100000,19.01,1461,108.45,5
2001,10000,17.3,993,60.0,5
2012,50000,22.9,1248,74.0,5
2014,74537,20.51,998,67.04,5
2009,90000,12.6,1586,103.3,5
2010,70000,18.0,995,62.0,5
2010,80000,18.9,1061,67.0,5
2016,35000,24.4,1120,71.0,5
2015,23500,18.6,1199,76.8,5
2017,82000,25.6,1498,97.9,5
2014,100000,12.99,2494,100.6,8
2018,15000,18.6,1197,81.83,5
2017,30000,27.39,1248,74.0,5
2016,30000,18.9,1197,82.0,5
2019,11000,21.63,998,67.0,5
2017,140000,19.02,1198,67.05,7
2012,48000,20.92,998,67.1,5
2012,70000,22.9,1248,74.0,5
2018,70000,22.0,1197,81.8,5
2016,58000,15.4,1997,120.0,7
2010,40000,17.3,1061,57.5,5
2010,40000,14.0,2498,112.0,7
2013,110000,12.05,2179,120.0,9
2007,80000,11.57,2179,138.1,7
2017,60000,24.3,1248,88.5,5
2011,100000,22.9,1248,74.0,5
2012,52000,19.3,1248,73.9,5
2010,80000,19.81,1086,68.05,5
2016,85000,25.8,1498,98.6,5
2016,83000,24.3,1248,88.5,5
2009,120000,18.9,1061,67.0,5
2014,100000,15.96,2523,62.1,7
2012,70000,22.9,1248,74.0,5
2008,19000,19.7,796,46.3,5
2009,68600,17.0,1497,118.0,5
2012,40000,16.8,1497,116.3,5
2012,160000,19.369999999999997,1248,81.86,5
2016,25000,23.1,998,67.04,5
2012,29500,20.92,998,67.1,5
2016,50000,22.74,796,47.3,5
2016,30000,25.17,799,53.3,5
2012,100000,22.74,796,47.3,5
2011,60000,14.49,1399,92.7,5
2016,60000,22.54,1396,88.73,5
2017,13500,17.0,1497,121.36,5
2017,30000,21.4,1197,83.1,5
2017,14000,19.1,1197,82.0,5
2014,90000,15.05,2179,147.9,7
2018,50000,24.7,1047,69.0,5
2018,10000,21.1,814,55.2,5
2018,10000,21.4,1197,83.1,5
2018,25000,20.73,1373,91.1,5
2017,20000,17.0,1591,121.3,5
2013,60000,22.9,1248,74.0,5
2018,40000,18.9,1197,81.86,5
2012,60000,19.3,1248,73.9,5
2015,50000,16.9,1197,82.0,5
2017,35000,24.7,796,47.3,5
2016,40000,28.09,1248,88.5,5
2018,60000,21.5,1497,108.5,5
2015,20000,17.01,1591,121.4,5
2017,30000,17.0,1497,121.36,5
2019,17000,20.0,1497,115.0,5
2017,50000,20.51,998,67.04,5
2018,42000,18.6,1368,98.63,5
2011,120000,12.8,2494,102.0,8
2012,110000,21.03,1461,65.0,5
2012,90000,23.57,1396,70.0,5
2020,70000,23.26,1197,88.5,5
2011,66000,20.5,1598,105.0,5
2011,70000,16.2,1493,110.0,5
2018,5000,14.8,1591,121.3,5
2014,50000,21.03,1461,65.0,5
2019,25000,15.41,1598,103.2,5
2013,70000,23.4,1248,74.0,5
2006,40000,16.1,796,37.0,4
2016,110000,16.0,2179,140.0,7
2014,45000,19.1,1405,70.0,5
2005,90000,16.1,1405,70.0,5
2003,83000,13.8,1299,70.0,5
2011,106000,16.96,1968,138.1,5
2008,60000,15.26,1150,74.9,5
2017,40000,16.8,796,34.2,8
2011,138000,17.0,1197,80.0,5
2015,80000,22.74,796,47.3,5
2005,50000,15.3,1341,83.0,5
2015,50000,18.2,1199,82.4,5
2009,120000,18.5,1197,85.8,5
2018,24400,22.0,1197,81.8,5
2013,60000,15.96,2523,62.1,7
2010,120000,18.5,1197,85.8,5
2015,60000,24.8,1396,88.7,5
2011,100000,19.7,796,46.3,5
2007,60000,19.369999999999997,1248,81.86,5
2011,120000,16.1,796,37.0,4
2007,10000,16.1,796,37.0,4
2010,120000,18.5,1197,80.0,5
2009,70000,19.369999999999997,1248,81.86,5
2015,90000,24.4,1120,71.01,5
2014,188000,19.01,1461,108.45,5
2011,67840,18.0,995,62.0,5
2016,35000,22.74,796,47.3,5
2010,150000,19.369999999999997,1248,81.86,5
2017,100000,24.3,1248,88.5,5
2017,30000,20.51,998,67.04,5
2016,70000,18.9,1197,82.0,5
2003,149032,19.369999999999997,1248,81.86,5
2010,380000,13.6,2523,63.0,7
2011,84050,19.369999999999997,1248,81.86,5
2018,15000,16.2,1199,74.0,5
2010,120000,19.7,796,35.0,8
2007,112880,25.2,1248,74.0,5
2013,135000,19.4,1405,70.0,5
2006,80000,18.9,998,67.1,5
2012,128000,18.6,1199,79.4,5
2011,120000,13.6,2523,63.0,7
2010,30000,12.6,1586,103.2,5
2015,41000,18.6,1197,81.83,5
2006,30000,19.7,796,46.3,5
2015,30000,23.95,998,67.05,5
2010,22000,15.0,1586,104.68,5
2006,70000,18.9,998,67.1,5
2005,100000,19.369999999999997,1248,81.86,5
2005,200000,10.5,2179,120.0,8
2011,120000,13.93,2179,138.03,7
2019,3000,20.89,1197,81.8,5
2012,50000,20.92,998,67.1,5
2013,50000,15.96,2523,62.1,7
2019,1500,18.2,1199,88.7,5
2017,74000,22.27,1498,108.6,5
2017,25000,18.7,1199,88.7,5
2016,61915,27.3,1498,98.6,5
2016,70000,20.14,1498,88.0,5
2007,150000,17.8,1248,75.0,5
2013,110000,17.21,1493,100.0,7
2014,90000,25.44,936,56.3,5
2016,65000,12.99,2494,100.6,8
2019,10000,20.52,1197,81.8,5
2009,80000,20.36,1197,78.9,5
2013,184000,20.77,1248,88.76,7
2013,80000,32.52,998,58.33,5
2005,70000,17.3,993,60.0,5
2008,89000,15.6,1586,104.68,5
2013,69000,22.9,1248,74.0,5
2012,90000,25.0,1396,69.0,5
2012,35000,17.0,1197,80.0,5
2011,45000,17.0,1197,80.0,5
2011,30000,20.4,1248,91.2,5
2018,6200,19.34,1462,103.0,7
2020,120000,21.63,998,67.0,5
2016,70000,20.51,998,67.04,5
1998,70000,14.0,796,35.0,5
2017,110000,15.4,2523,75.0,7
2004,158000,19.369999999999997,1248,81.86,5
2007,93000,18.0,995,62.0,5
2014,110000,13.58,2499,72.4,10
2007,57000,19.7,796,46.3,5
2005,120000,13.2,1495,94.0,5
2012,35000,23.03,1396,69.0,5
2009,120000,17.5,1298,85.8,5
2011,70000,23.03,1396,69.0,5
2013,100000,25.8,1498,98.6,5
2008,35000,20.36,1197,78.9,5
2008,90000,17.8,1248,75.0,5
2015,50000,17.19,1197,81.86,5
2011,98000,18.5,1197,80.0,5
2013,30000,18.5,1197,82.85,5
2013,50000,16.3,1797,147.5,5
2016,26000,18.9,1197,82.0,5
2011,46000,19.7,796,46.3,5
2019,10000,23.84,1199,84.0,5
2015,16700,22.74,796,47.3,5
2018,70000,28.4,1248,74.02,5
2015,7967,20.85,1197,83.14,5
2018,20000,22.0,1197,81.8,5
2011,50000,19.369999999999997,1248,81.86,5
2016,9656,25.17,799,53.3,5
2011,50000,19.81,1086,68.05,5
2019,17000,24.4,1498,98.63,5
2015,10000,25.17,799,53.3,5
2013,43000,18.5,1197,82.85,5
2013,50000,23.5,1396,88.7,5
2006,90000,18.9,998,67.0,5
2012,100000,14.0,2498,112.0,8
2010,80000,0.0,1086,62.1,5
2012,120000,15.96,2523,62.1,7
2019,5000,21.21,1197,81.8,5
2016,68609,22.7,1498,89.84,5
2018,33360,22.77,1498,98.59,5
2019,14317,14.23,1498,104.55,5
2012,87237,20.0,1399,68.05,5
2017,62960,25.83,1498,99.0,5
2017,26634,21.21,1197,81.8,5
2012,67998,18.9,998,67.1,5
2018,20706,23.8,1499,98.63,5
2015,67303,20.45,1461,83.8,5
2013,79139,18.5,1197,85.8,5
2014,84784,24.0,1120,70.0,5
2012,130376,23.2,1248,73.94,5
2017,72000,13.93,2179,138.03,7
2008,127000,16.8,1493,110.0,5
2014,120000,25.2,1248,74.0,5
2010,120000,19.369999999999997,1248,81.86,5
2014,100000,24.4,1120,71.0,5
2012,148000,19.369999999999997,1248,81.86,5
2018,40000,24.52,1248,88.5,7
2013,110000,23.4,1248,74.0,5
2017,30000,20.3,1199,84.0,5
2014,120000,19.1,1405,70.0,5
2017,15000,18.16,1196,86.8,5
2016,33500,23.65,1248,88.5,5
2012,70000,17.21,1493,100.0,7
2015,10000,18.16,1197,78.8,5
2018,22053,16.36,2179,120.0,7
2011,78432,16.52,1991,123.7,5
2011,125000,14.66,2199,194.3,7
2012,50000,19.4,1198,86.8,5
2017,20000,23.84,1199,84.0,5
2016,30000,15.29,1591,121.3,5
2013,7200,12.99,2494,100.6,8
2014,60000,21.1,814,55.2,5
2013,25000,18.2,1199,84.8,5
2005,90000,15.4,1590,94.0,5
2012,50000,12.12,2231,184.0,7
2019,35000,22.95,1248,74.0,5
2015,117500,17.4,1497,117.3,5
2012,78500,15.1,2179,140.0,7
2018,8000,18.6,1197,81.83,5
2017,25000,18.12,1196,86.8,5
2012,60000,22.32,1582,126.32,5
2019,10000,22.5,999,67.0,5
2009,70000,14.2,1597,92.0,5
2006,70000,17.7,1497,78.0,5
1997,25000,16.1,796,37.0,4
2006,90000,13.9,1599,103.2,5
2015,90000,19.67,1582,126.2,5
2018,25000,23.84,1199,84.0,5
2012,60000,23.5,1498,88.7,5
2008,70000,18.0,995,62.0,5
2016,80000,24.52,1248,88.5,7
2015,110000,15.4,2523,75.0,9
2013,115717,12.05,2179,120.0,9
2008,110000,17.7,1399,68.0,5
2014,70000,15.05,2179,147.9,7
2019,4000,21.21,1197,81.8,5
2011,50000,20.36,1197,78.9,5
2016,70000,18.9,1197,82.0,5
2009,70000,20.36,1197,78.9,5
2016,55000,26.59,1248,74.0,5
2020,5000,17.0,1198,108.5,5
2013,100000,15.96,2523,62.1,7
2005,82000,19.369999999999997,1248,81.86,5
2009,60000,18.9,1061,67.0,5
2019,100000,14.1,2179,153.86,7
2015,90000,20.77,1248,88.76,7
2010,26432,25.4,624,37.48,4
2016,46702,16.8,796,34.2,8
2016,46706,16.8,796,34.2,8
2006,53523,16.84,1193,64.4,5
2012,56365,25.44,936,56.3,5
2011,49563,16.2,995,62.1,5
2004,56432,16.1,796,37.0,4
2002,52365,16.1,796,37.0,4
2007,53512,19.7,796,46.3,5
2013,40000,11.18,2696,184.0,7
2010,46533,18.9,998,67.1,5
2005,59635,19.369999999999997,1248,81.86,5
2008,58632,14.0,796,35.0,5
2008,58632,19.369999999999997,1248,81.86,5
2016,80000,16.0,2179,140.0,7
2016,70000,24.52,1248,88.5,7
2017,90000,23.01,999,67.0,5
2014,110000,14.09,1596,99.6,5
2013,90000,17.21,1493,100.0,7
2015,70000,15.4,2179,120.0,7
2007,78000,19.7,796,46.3,5
2017,45000,16.5,1493,70.0,7
2015,50000,23.95,998,67.05,5
2017,58000,24.7,796,47.3,5
2012,120000,12.8,2494,102.0,8
2007,30000,14.7,1150,76.0,5
2017,162000,14.1,2179,147.94,7
2016,50000,26.6,998,58.16,5
2015,60000,15.4,1997,120.0,7
2009,138000,19.3,1248,73.9,5
2010,70000,20.36,1197,78.9,5
2010,48000,19.7,796,46.3,5
2012,110000,11.4,2953,153.86,7
2014,88000,25.2,1248,74.0,5
2015,68000,12.99,2494,100.6,7
2017,70000,18.9,1197,82.0,5
2013,96000,22.9,1248,74.0,5
2005,123219,19.369999999999997,1248,81.86,5
2002,30000,17.3,993,60.0,5
2016,60000,23.2,1248,73.94,5
2005,90000,19.369999999999997,1248,81.86,5
2014,65000,25.2,1248,74.0,5
2016,65300,18.9,1197,82.0,5
2018,40000,18.6,1197,81.83,5
2012,60000,25.44,936,57.6,5
2012,70000,20.92,998,67.1,5
2008,70000,19.7,796,46.3,5
2014,70000,24.0,1120,70.0,5
2019,10000,23.95,998,67.05,5
2014,56000,22.32,1582,126.3,5
2017,30000,22.7,799,53.64,5
2014,50000,18.9,1197,82.0,5
2010,120000,20.0,1399,68.0,5
2018,40000,26.6,998,58.16,5
2017,27500,18.9,1197,81.86,5
2017,75000,26.59,1248,74.0,5
2018,5000,23.01,999,67.0,5
2010,50000,26.2,998,58.2,5
2015,70000,26.59,1248,74.0,5
2004,110000,18.9,998,67.1,5
2013,95000,20.46,1461,83.8,5
2015,34000,21.1,814,55.2,5
2015,25000,18.9,1197,82.0,5
2019,120000,21.94,1196,61.7,5
2014,31000,23.59,1364,67.06,5
2018,70000,26.6,998,58.16,5
2019,5000,20.3,1086,68.0,5
2012,120000,23.59,1364,67.1,5
2013,67000,20.4,1461,108.5,5
2018,40000,25.8,1498,98.6,5
2004,120000,13.4,1794,125.0,5
2014,80000,12.55,2982,168.5,7
2018,7000,20.3,1086,68.0,5
2018,15000,16.0,2179,140.0,7
2016,50000,18.6,1199,76.8,5
2016,30000,15.4,2179,120.0,7
2012,120000,22.9,1248,74.0,5
2012,64000,16.52,1991,123.7,5
2013,120000,23.2,1248,73.94,5
2012,85000,21.43,1364,87.2,5
2009,59000,19.7,796,46.3,5
2012,70000,19.369999999999997,1248,0.0,5
2011,120000,19.369999999999997,1248,81.86,5
2015,140000,20.45,1461,83.8,5
2015,40000,23.59,1364,67.04,5
2014,90000,26.0,1498,98.6,5
2014,117000,15.1,2179,140.0,7
2010,70000,16.0,995,63.0,5
2009,230000,13.58,2499,72.4,9
2015,60000,13.49,2179,138.03,5
2016,110000,18.15,1198,82.0,6
2010,120000,17.0,1405,71.0,5
2011,100000,22.32,1582,126.32,5
2010,40000,18.6,1199,79.4,5
2012,110000,21.12,1248,88.8,5
2011,92500,20.92,998,67.1,5
2017,20000,24.7,796,47.3,5
2016,35000,22.7,799,53.64,5
2017,32000,23.95,998,67.05,5
2013,90000,26.6,998,58.16,5
2018,35000,22.0,1197,81.8,5
2017,32500,28.4,1248,74.02,5
2014,70000,25.44,936,56.3,5
2019,20000,17.0,1591,121.3,5
2011,300000,26.2,998,58.2,5
2015,100000,25.2,1248,74.0,5
2015,64800,15.1,2179,140.0,7
2017,90000,16.5,1493,70.0,7
2014,80000,19.1,1197,82.0,5
2015,120000,22.7,1582,126.2,5
2010,66444,26.2,998,58.2,5
2016,86000,24.3,1248,88.5,5
2012,90000,21.64,1461,84.8,5
2012,153000,12.8,2494,102.0,8
2014,70000,16.55,2498,105.0,6
2015,60000,24.0,1120,70.0,5
2015,50000,18.0,1198,86.7,5
2015,20000,20.63,1198,67.0,5
2014,35000,18.2,1199,82.4,5
2017,20000,18.9,1197,81.86,5
2013,70000,22.1,1248,76.9,5
2018,53000,20.14,1498,88.0,5
2018,60000,25.6,1498,97.9,5
2018,70000,20.3,998,68.05,5
2012,103000,20.36,1197,78.9,5
2017,20000,24.0,1186,73.97,5
2013,77000,22.9,1248,74.0,5
2003,167000,18.9,998,67.1,5
2016,77000,22.54,1396,88.73,5
2011,120000,17.8,1399,68.0,5
2011,170000,11.88,1086,62.1,5
2012,100000,22.32,1582,126.32,5
2007,40000,18.0,995,62.0,5
2007,50000,17.88,1396,52.8,5
2015,125000,23.59,1364,67.05,5
2011,137000,26.2,998,58.2,5
2019,18000,15.1,2179,152.87,7
2015,30000,18.9,1197,82.0,5
2009,55000,14.6,1368,88.7,5
2020,40000,10.75,2694,163.7,8
2018,13000,17.0,2200,139.01,7
2012,120000,25.0,1396,69.0,5
2011,90000,18.6,1199,79.4,5
2011,50000,17.92,1086,62.1,5
2010,42000,23.03,1396,69.0,5
2016,17000,23.1,998,67.04,5
2018,40000,22.0,1197,81.8,5
2009,137000,17.0,1405,70.0,5
2018,20000,25.17,799,53.3,5
2020,70000,18.9,1197,81.86,5
2011,48756,15.5,1586,103.3,5
2015,30000,12.55,2982,168.5,7
2016,110000,24.4,1120,71.0,5
2014,80322,17.8,1399,67.0,5
2015,35000,15.4,1997,120.0,7
2012,70000,21.5,1248,88.8,5
2012,90000,19.369999999999997,1248,81.86,5
2015,120000,24.5,1498,98.6,7
2015,60000,14.0,2179,138.1,7
2010,97000,11.79,2179,120.0,8
2011,100000,13.0,2489,95.0,8
2015,36000,17.19,1197,81.86,5
2019,27000,21.38,1396,88.7,5
2020,15000,15.37,1196,73.0,5
2013,60000,22.74,796,47.3,5
2018,120000,28.4,1248,74.02,5
2013,173000,12.05,2179,120.0,7
2008,70000,19.81,1086,68.05,5
2019,30000,15.96,2523,62.1,7
2015,80000,12.55,2982,168.5,7
2016,40000,18.9,1197,82.0,5
2017,10000,17.9,2143,136.0,5
2013,50000,11.74,2987,254.8,5
2008,60000,15.3,1596,99.6,5
2007,210000,12.8,2494,102.0,8
2009,60000,16.07,1995,181.0,5
2011,110000,20.54,1598,103.6,5
2017,35000,17.5,1373,91.1,7
2017,35000,21.4,1197,83.1,5
2016,20000,23.95,998,67.05,5
2016,54000,16.0,1997,140.0,7
2015,60000,18.6,1197,81.83,5
2014,10300,22.74,796,47.3,5
2015,50000,17.01,1582,126.2,5
2019,3000,21.01,1197,81.8,5
2019,5000,18.78,999,75.0,5
2006,145000,19.369999999999997,1248,81.86,5
2018,13000,21.4,1197,83.1,5
2015,30000,15.63,1499,110.4,5
2007,60000,14.49,2993,258.0,5
2010,100000,18.0,995,62.0,5
2016,40000,22.74,796,47.3,5
2013,15000,0.0,1086,62.1,5
2002,275000,19.369999999999997,1248,81.86,5
2017,80000,21.19,1396,88.73,5
2017,50000,18.49,1493,100.0,7
2017,30000,21.94,1196,61.7,5
2012,110000,19.81,1086,68.05,5
2013,30000,20.77,1248,88.76,7
2014,148000,20.77,1248,88.8,7
2016,35000,18.49,1493,100.0,7
2005,110000,18.9,998,67.1,5
2012,95000,19.4,1405,70.0,5
2015,25000,25.8,1498,98.6,5
2011,80000,26.3,998,67.1,5
2014,60000,23.0,1248,88.7,5
2013,100000,15.0,1598,105.0,5
2017,120000,26.59,1248,74.0,5
2012,105000,19.3,1248,73.9,5
2016,120000,24.52,1248,88.5,7
2012,60000,22.9,1248,74.0,5
2020,15000,23.26,1197,88.5,5
2013,150000,18.6,1197,85.8,5
2018,93000,27.4,1498,98.63,5
2017,42000,19.81,1086,68.05,5
2008,80000,17.92,1086,62.1,5
2010,90000,17.92,1086,62.1,5
2018,60000,27.39,1248,74.0,5
2016,110000,23.95,998,67.05,5
2015,60000,23.7,1193,55.23,5
2019,60000,25.1,1248,88.5,5
2013,170000,20.77,1248,88.76,7
2004,220000,16.1,796,37.0,4
2013,57000,21.1,814,55.2,5
2014,100000,19.81,1086,68.05,5
2015,40000,17.01,1591,121.3,5
2018,50000,26.6,998,58.16,5
2014,90000,18.9,1197,82.0,5
2012,86000,14.0,2498,112.0,8
2013,120000,14.09,1596,99.6,5
2014,80000,19.09,1405,69.01,5
2017,50000,21.1,814,55.2,5
2009,100000,19.7,796,46.3,5
2010,108957,13.93,2179,138.0,7
2015,65000,15.96,2523,62.1,7
2015,110000,14.02,2179,118.3,8
2012,50000,12.2,2498,112.0,8
2008,100000,18.9,1061,67.0,5
2008,80000,16.1,796,37.0,4
2008,80000,19.7,796,46.3,5
2015,120000,19.1,1405,70.0,5
2012,150000,20.0,1399,68.0,5
2009,80000,17.0,1405,70.0,5
2015,93000,24.5,1498,98.6,7
2015,134000,25.2,1248,74.0,5
2013,90000,18.5,1197,82.85,5
2007,60000,16.6,1197,85.0,5
2010,120000,14.0,2489,95.0,8
2017,30000,17.1,1956,170.0,5
2017,22200,22.54,1396,88.73,5
2018,6000,18.9,1197,81.86,5
2016,90000,25.17,799,53.3,5
2017,78000,28.09,1248,88.5,5
2017,12000,17.5,1199,88.7,5
2016,120000,19.87,1461,83.8,5
2008,110000,17.7,1497,78.0,5
2011,10000,19.7,796,46.3,5
2012,12000,16.84,1193,64.4,5
2011,60000,18.6,1199,79.4,5
2016,41000,25.17,799,53.3,5
2015,30000,19.1,1197,82.0,5
2018,50000,25.8,1498,98.6,5
2018,10000,20.89,1197,81.8,5
2017,40000,16.5,1493,70.0,7
2012,120000,12.05,2179,120.0,8
2017,40000,26.59,1248,74.0,5
2016,80000,19.72,1461,108.45,5
2001,42108,16.1,796,37.0,4
2017,70000,25.83,1498,99.0,5
2009,150000,21.1,1248,73.9,5
2007,100000,16.1,1405,70.0,5
2017,79000,25.47,1248,88.5,7
2015,91000,12.55,2982,168.5,7
2018,50000,24.3,1248,88.5,5
2016,81000,28.09,1248,88.5,5
2018,26000,15.73,1968,174.33,5
2018,17100,22.48,1995,187.74,5
2013,56000,22.1,1248,74.0,5
2013,60000,24.7,1498,98.63,5
2019,22000,16.0,1368,160.0,5
2017,30000,15.4,1497,117.3,7
2015,43001,22.27,1498,108.6,5
2014,65000,19.09,1405,69.01,5
2014,95000,12.99,2494,100.6,8
2013,62000,13.1,2499,141.0,7
2016,48000,9.0,1984,181.0,5
